"Airline","Source","Destination","Flight_Duration","Total_Stops","Additional_Info","Day_of_Journey","Month_of_Journey","Year_of_Journey","Price"
"Jet Airways","Delhi","Cochin","1390.0","2.0","No info","9483","4","9","2019"
"Jet Airways","Delhi","Cochin","440.0","2.0","No info","18804","6","3","2019"
"Air India","Delhi","Cochin","170.0","0.0","No info","5201","18","6","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","No info","16079","27","5","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","In-flight meal not included","7229","15","6","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","No info","6795","27","5","2019"
"Jet Airways","Kolkata","Banglore","1520.0","1.0","No info","10953","5","9","2019"
"Multiple carriers","Delhi","Cochin","625.0","2.0","No info","15965","24","6","2019"
"Air India","Delhi","Cochin","1820.0","2.0","No info","9968","4","9","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","6","6","2019"
"Jet Airways","Delhi","Cochin","540.0","1.0","No info","16079","27","5","2019"
"Jet Airways","Delhi","Cochin","910.0","2.0","In-flight meal not included","11507","6","12","2019"
"Air India","Kolkata","Banglore","1700.0","2.0","No info","11542","6","9","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","24","4","2019"
"Jet Airways","Banglore","Delhi","165.0","0.0","In-flight meal not included","4544","27","4","2019"
"IndiGo","Delhi","Cochin","295.0","1.0","No info","6496","15","5","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4804","15","6","2019"
"Air India","Banglore","New Delhi","1330.0","1.0","No info","13439","3","1","2019"
"Jet Airways","Delhi","Cochin","610.0","1.0","In-flight meal not included","6540","27","3","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4591","6","1","2019"
"IndiGo","Banglore","New Delhi","260.0","1.0","No info","4437","18","3","2019"
"Air Asia","Delhi","Cochin","660.0","1.0","No info","6151","21","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","In-flight meal not included","7754","21","6","2019"
"Jet Airways","Delhi","Cochin","1355.0","1.0","In-flight meal not included","10262","24","6","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","No info","8016","6","9","2019"
"SpiceJet","Kolkata","Banglore","160.0","0.0","No check-in baggage included","4781","24","3","2019"
"Vistara","Banglore","Delhi","170.0","0.0","No info","4668","27","6","2019"
"Air India","Banglore","New Delhi","1265.0","1.0","No info","14594","3","6","2019"
"Jet Airways","Kolkata","Banglore","710.0","1.0","No info","14231","24","3","2019"
"Air India","Delhi","Cochin","1535.0","1.0","No info","8425","15","5","2019"
"Multiple carriers","Delhi","Cochin","925.0","1.0","No info","9646","6","12","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","7295","3","3","2019"
"Air Asia","Kolkata","Banglore","220.0","1.0","No info","5162","4","9","2019"
"IndiGo","Banglore","New Delhi","175.0","0.0","No info","6860","3","9","2019"
"Vistara","Delhi","Cochin","190.0","0.0","No info","6216","15","4","2019"
"Air Asia","Kolkata","Banglore","710.0","1.0","No info","5192","24","5","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4823","4","9","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No check-in baggage included","3919","4","3","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","6","3","2019"
"Multiple carriers","Delhi","Cochin","690.0","1.0","No info","9315","5","9","2019"
"Multiple carriers","Delhi","Cochin","530.0","1.0","No info","11667","27","3","2019"
"Jet Airways","Kolkata","Banglore","1215.0","1.0","In-flight meal not included","6224","6","12","2019"
"Air India","Kolkata","Banglore","1210.0","2.0","No info","13349","24","3","2019"
"Jet Airways","Banglore","New Delhi","965.0","1.0","In-flight meal not included","11087","18","3","2019"
"Multiple carriers","Delhi","Cochin","755.0","1.0","No info","15603","3","6","2019"
"Jet Airways","Delhi","Cochin","1025.0","2.0","No info","15129","5","9","2019"
"IndiGo","Banglore","Delhi","180.0","0.0","No info","4823","4","9","2019"
"Vistara","Kolkata","Banglore","930.0","1.0","No info","8452","5","1","2019"
"Multiple carriers","Delhi","Cochin","690.0","1.0","No info","12524","6","6","2019"
"SpiceJet","Chennai","Kolkata","140.0","0.0","No info","3384","27","3","2019"
"Jet Airways","Delhi","Cochin","1425.0","1.0","In-flight meal not included","10262","6","1","2019"
"SpiceJet","Mumbai","Hyderabad","90.0","0.0","No check-in baggage included","1965","18","6","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","18","5","2019"
"Jet Airways","Delhi","Cochin","1485.0","1.0","No info","16079","27","5","2019"
"Jet Airways","Delhi","Cochin","1295.0","2.0","No info","13292","6","1","2019"
"Air Asia","Delhi","Cochin","330.0","1.0","No info","6751","5","9","2019"
"Air India","Delhi","Cochin","735.0","1.0","No info","8669","15","5","2019"
"IndiGo","Delhi","Cochin","485.0","1.0","No info","14871","3","3","2019"
"Jet Airways","Delhi","Cochin","300.0","1.0","In-flight meal not included","12898","21","5","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No check-in baggage included","3919","6","6","2019"
"Multiple carriers","Delhi","Cochin","385.0","1.0","No info","36983","3","1","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3597","6","3","2019"
"Air India","Banglore","New Delhi","165.0","0.0","No info","10741","3","9","2019"
"Air India","Kolkata","Banglore","765.0","2.0","No info","11432","6","6","2019"
"Jet Airways","Banglore","New Delhi","950.0","1.0","In-flight meal not included","11087","3","12","2019"
"Jet Airways","Delhi","Cochin","1620.0","2.0","No info","13292","6","3","2019"
"Air India","Delhi","Cochin","1585.0","3.0","No info","10493","15","6","2019"
"GoAir","Banglore","New Delhi","175.0","0.0","No info","7631","3","9","2019"
"Air India","Delhi","Cochin","1490.0","2.0","No info","13381","6","6","2019"
"Jet Airways","Kolkata","Banglore","520.0","1.0","No info","13731","6","6","2019"
"Air India","Delhi","Cochin","1545.0","2.0","No info","11911","21","5","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4591","18","4","2019"
"Multiple carriers","Delhi","Cochin","375.0","1.0","No info","14848","6","3","2019"
"Multiple carriers","Delhi","Cochin","630.0","1.0","No info","8266","6","12","2019"
"Air India","Delhi","Cochin","1560.0","2.0","No info","12392","18","5","2019"
"Jet Airways","Kolkata","Banglore","1025.0","1.0","No info","13044","6","12","2019"
"Jet Airways","Delhi","Cochin","1280.0","1.0","In-flight meal not included","12898","21","5","2019"
"Jet Airways","Delhi","Cochin","335.0","1.0","No info","12242","21","3","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","18","5","2019"
"Vistara","Kolkata","Banglore","1550.0","1.0","No info","11105","24","3","2019"
"Jet Airways","Kolkata","Banglore","730.0","1.0","No info","14388","5","12","2019"
"Jet Airways","Delhi","Cochin","1025.0","2.0","No info","13014","18","5","2019"
"Multiple carriers","Delhi","Cochin","510.0","1.0","No info","15411","3","6","2019"
"Jet Airways","Delhi","Cochin","1385.0","1.0","No info","16289","3","9","2019"
"IndiGo","Delhi","Cochin","560.0","1.0","No info","6442","15","5","2019"
"Jet Airways","Kolkata","Banglore","475.0","1.0","In-flight meal not included","10844","18","5","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","18","5","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","6906","4","12","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3543","21","5","2019"
"Jet Airways","Delhi","Cochin","600.0","1.0","No info","14714","6","6","2019"
"Vistara Premium economy","Banglore","New Delhi","155.0","0.0","No info","11793","3","3","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","No info","14323","15","5","2019"
"SpiceJet","Banglore","Delhi","175.0","0.0","No info","3971","4","9","2019"
"Vistara","Kolkata","Banglore","1580.0","1.0","No info","8452","5","6","2019"
"Vistara","Banglore","Delhi","160.0","0.0","No info","5403","4","12","2019"
"Multiple carriers","Delhi","Cochin","660.0","1.0","No info","13727","5","9","2019"
"Air India","Kolkata","Banglore","1165.0","2.0","No info","12639","4","1","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","In-flight meal not included","5198","18","4","2019"
"Vistara","Banglore","Delhi","165.0","0.0","No info","4878","6","1","2019"
"Jet Airways","Delhi","Cochin","1395.0","1.0","In-flight meal not included","12373","18","5","2019"
"Multiple carriers","Delhi","Cochin","540.0","1.0","In-flight meal not included","8552","3","3","2019"
"Vistara","Delhi","Cochin","190.0","0.0","No info","6741","21","4","2019"
"Multiple carriers","Delhi","Cochin","385.0","1.0","No info","6481","4","9","2019"
"Multiple carriers","Delhi","Cochin","520.0","1.0","No info","7354","6","6","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","5228","21","4","2019"
"Jet Airways","Kolkata","Banglore","740.0","1.0","In-flight meal not included","10844","5","12","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","6347","18","5","2019"
"Air India","Banglore","New Delhi","240.0","1.0","No info","5013","15","3","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","In-flight meal not included","9663","6","9","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","4","6","2019"
"Air India","Delhi","Cochin","1580.0","2.0","No info","13381","24","6","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3543","6","1","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","In-flight meal not included","9663","15","5","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","In-flight meal not included","7064","4","1","2019"
"Jet Airways","Delhi","Cochin","715.0","1.0","In-flight meal not included","10262","6","9","2019"
"Air India","Delhi","Cochin","500.0","2.0","No info","13013","6","1","2019"
"Jet Airways","Delhi","Cochin","1045.0","2.0","No info","15339","27","6","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","4937","18","4","2019"
"IndiGo","Delhi","Cochin","425.0","1.0","No info","6818","6","6","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","10441","18","5","2019"
"Jet Airways","Delhi","Cochin","300.0","1.0","In-flight meal not included","5177","4","3","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","3858","27","6","2019"
"IndiGo","Kolkata","Banglore","315.0","1.0","No info","6534","18","5","2019"
"Multiple carriers","Delhi","Cochin","910.0","1.0","No info","6795","15","6","2019"
"Multiple carriers","Delhi","Cochin","705.0","1.0","No info","9736","6","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","5","1","2019"
"SpiceJet","Delhi","Cochin","295.0","1.0","No info","4957","24","4","2019"
"IndiGo","Banglore","New Delhi","165.0","0.0","No info","7648","3","9","2019"
"SpiceJet","Kolkata","Banglore","150.0","0.0","No info","3873","15","6","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","No info","14388","5","12","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","5618","3","6","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","7408","6","9","2019"
"Air Asia","Delhi","Cochin","330.0","1.0","No info","13774","3","3","2019"
"Vistara","Banglore","Delhi","160.0","0.0","No info","4668","5","3","2019"
"Jet Airways","Delhi","Cochin","2045.0","2.0","No info","13082","21","3","2019"
"Air India","Delhi","Cochin","925.0","1.0","No info","8669","6","3","2019"
"IndiGo","Delhi","Cochin","570.0","1.0","No info","6316","24","6","2019"
"Jet Airways","Delhi","Cochin","365.0","1.0","In-flight meal not included","12583","3","6","2019"
"Vistara","Banglore","New Delhi","160.0","0.0","No info","7923","3","9","2019"
"GoAir","Delhi","Cochin","350.0","1.0","No info","7378","3","3","2019"
"Vistara","Banglore","Delhi","165.0","0.0","No info","4878","6","3","2019"
"Jet Airways","Kolkata","Banglore","1640.0","1.0","In-flight meal not included","10844","18","5","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","4","3","2019"
"SpiceJet","Delhi","Cochin","315.0","1.0","No info","6297","21","5","2019"
"Jet Airways","Kolkata","Banglore","960.0","1.0","In-flight meal not included","8529","6","12","2019"
"Multiple carriers","Delhi","Cochin","420.0","1.0","No info","13727","18","5","2019"
"SpiceJet","Kolkata","Banglore","520.0","1.0","No info","6643","24","5","2019"
"Multiple carriers","Delhi","Cochin","540.0","1.0","No info","10197","5","9","2019"
"SpiceJet","Kolkata","Banglore","140.0","0.0","No info","4911","21","4","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","6482","3","6","2019"
"Jet Airways","Banglore","New Delhi","380.0","1.0","No info","26890","3","1","2019"
"IndiGo","Kolkata","Banglore","265.0","1.0","No info","3717","18","5","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3597","6","1","2019"
"Air India","Banglore","New Delhi","665.0","2.0","No info","10846","18","3","2019"
"Air India","Banglore","New Delhi","1015.0","1.0","No info","14069","3","1","2019"
"Jet Airways","Delhi","Cochin","825.0","1.0","In-flight meal not included","5177","4","1","2019"
"Air India","Delhi","Cochin","1545.0","2.0","No info","14641","3","6","2019"
"IndiGo","Delhi","Cochin","835.0","1.0","No info","6442","6","6","2019"
"Air India","Delhi","Cochin","315.0","1.0","No info","5704","21","3","2019"
"Jet Airways","Kolkata","Banglore","1155.0","1.0","In-flight meal not included","9663","5","6","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","No info","14714","6","6","2019"
"Jet Airways","Delhi","Cochin","540.0","1.0","In-flight meal not included","5406","4","1","2019"
"Vistara","Kolkata","Banglore","1440.0","1.0","No info","8610","15","5","2019"
"Jet Airways","Delhi","Cochin","1090.0","2.0","No info","14237","6","12","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","6","9","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2227","27","3","2019"
"Jet Airways","Delhi","Cochin","1280.0","1.0","In-flight meal not included","12373","18","5","2019"
"Air India","Delhi","Cochin","375.0","1.0","No info","8372","6","6","2019"
"Jet Airways","Delhi","Cochin","870.0","1.0","No info","17024","3","3","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","3100","27","5","2019"
"Jet Airways","Delhi","Cochin","775.0","1.0","In-flight meal not included","14053","3","9","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","3540","5","9","2019"
"Vistara","Kolkata","Banglore","1350.0","1.0","No info","9345","21","5","2019"
"Jet Airways","Delhi","Cochin","1375.0","2.0","In-flight meal not included","10368","6","1","2019"
"Jet Airways","Banglore","New Delhi","325.0","1.0","No info","26890","3","1","2019"
"SpiceJet","Mumbai","Hyderabad","85.0","0.0","No info","5755","3","9","2019"
"Jet Airways","Banglore","New Delhi","435.0","1.0","In-flight meal not included","7832","21","3","2019"
"Jet Airways","Kolkata","Banglore","740.0","1.0","No info","14388","5","6","2019"
"Air India","Delhi","Cochin","1210.0","2.0","No info","8839","27","6","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","22096","3","3","2019"
"Vistara","Chennai","Kolkata","135.0","0.0","No info","3687","27","5","2019"
"Multiple carriers","Delhi","Cochin","630.0","1.0","No info","9627","15","5","2019"
"Multiple carriers","Delhi","Cochin","845.0","1.0","No info","13542","21","3","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4423","27","4","2019"
"IndiGo","Delhi","Cochin","985.0","2.0","No info","8899","3","3","2019"
"SpiceJet","Delhi","Cochin","315.0","1.0","No info","5583","21","4","2019"
"Air Asia","Delhi","Cochin","830.0","1.0","No info","6752","27","5","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3543","21","5","2019"
"Jet Airways","Banglore","New Delhi","435.0","1.0","In-flight meal not included","7832","21","3","2019"
"Air India","Kolkata","Banglore","1625.0","2.0","No info","10991","5","1","2019"
"Jet Airways","Delhi","Cochin","1655.0","1.0","In-flight meal not included","12898","27","5","2019"
"Jet Airways","Delhi","Cochin","300.0","1.0","In-flight meal not included","12898","27","5","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","3398","24","5","2019"
"Air India","Delhi","Cochin","170.0","0.0","No info","5201","24","4","2019"
"Air India","Kolkata","Banglore","920.0","2.0","No info","13873","5","6","2019"
"Air India","Delhi","Cochin","320.0","1.0","No info","7384","15","6","2019"
"Jet Airways","Delhi","Cochin","610.0","1.0","In-flight meal not included","10262","6","6","2019"
"Jet Airways","Kolkata","Banglore","1655.0","1.0","In-flight meal not included","10031","24","3","2019"
"Jet Airways","Kolkata","Banglore","575.0","1.0","In-flight meal not included","12384","5","6","2019"
"Jet Airways","Kolkata","Banglore","1690.0","1.0","In-flight meal not included","7757","5","9","2019"
"Jet Airways","Banglore","New Delhi","840.0","1.0","No info","17261","3","6","2019"
"SpiceJet","Chennai","Kolkata","155.0","0.0","No info","7298","3","1","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","No info","7229","4","6","2019"
