Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Day_of_Journey,Month_of_Journey,Year_of_Journey,Price
IndiGo,Delhi,Cochin,485,1,No info,3,3,2019,14871
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,21,5,2019,12898
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,6,6,2019,3919
Multiple carriers,Delhi,Cochin,385,1,No info,1,3,2019,36983
IndiGo,Chennai,Kolkata,140,0,No info,3,6,2019,3597
Air India,Banglore,New Delhi,165,0,No info,9,3,2019,10741
Air India,Kolkata,Banglore,765,2,No info,6,6,2019,11432
Jet Airways,Banglore,New Delhi,950,1,In-flight meal not included,12,3,2019,11087
Jet Airways,Delhi,Cochin,1620,2,No info,3,6,2019,13292
Air India,Delhi,Cochin,1585,3,No info,15,6,2019,10493
GoAir,Banglore,New Delhi,175,0,No info,9,3,2019,7631
Air India,Delhi,Cochin,1490,2,No info,6,6,2019,13381
Jet Airways,Kolkata,Banglore,520,1,No info,6,6,2019,13731
Air India,Delhi,Cochin,1545,2,No info,21,5,2019,11911
IndiGo,Banglore,Delhi,170,0,No info,18,4,2019,4591
Multiple carriers,Delhi,Cochin,375,1,No info,3,6,2019,14848
Multiple carriers,Delhi,Cochin,630,1,No info,12,6,2019,8266
Air India,Delhi,Cochin,1560,2,No info,18,5,2019,12392
Jet Airways,Kolkata,Banglore,1025,1,No info,12,6,2019,13044
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,21,5,2019,12898
Jet Airways,Delhi,Cochin,335,1,No info,21,3,2019,12242
IndiGo,Banglore,Delhi,170,0,No info,18,5,2019,3943
Vistara,Kolkata,Banglore,1550,1,No info,24,3,2019,11105
Jet Airways,Kolkata,Banglore,730,1,No info,12,5,2019,14388
Jet Airways,Delhi,Cochin,1025,2,No info,18,5,2019,13014
Multiple carriers,Delhi,Cochin,510,1,No info,6,3,2019,15411
Jet Airways,Delhi,Cochin,1385,1,No info,9,3,2019,16289
IndiGo,Delhi,Cochin,560,1,No info,15,5,2019,6442
Jet Airways,Kolkata,Banglore,475,1,In-flight meal not included,18,5,2019,10844
Jet Airways,Mumbai,Hyderabad,90,0,No info,18,5,2019,5678
IndiGo,Banglore,Delhi,170,0,No info,12,4,2019,6906
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,21,5,2019,3543
Jet Airways,Delhi,Cochin,600,1,No info,6,6,2019,14714
Vistara Premium economy,Banglore,New Delhi,155,0,No info,3,3,2019,11793
Multiple carriers,Delhi,Cochin,465,1,No info,15,5,2019,14323
SpiceJet,Banglore,Delhi,175,0,No info,9,4,2019,3971
Vistara,Kolkata,Banglore,1580,1,No info,6,5,2019,8452
Vistara,Banglore,Delhi,160,0,No info,12,4,2019,5403
Multiple carriers,Delhi,Cochin,660,1,No info,9,5,2019,13727
Air India,Kolkata,Banglore,1165,2,No info,1,4,2019,12639
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,18,4,2019,5198
Vistara,Banglore,Delhi,165,0,No info,1,6,2019,4878
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,18,5,2019,12373
Multiple carriers,Delhi,Cochin,540,1,In-flight meal not included,3,3,2019,8552
Vistara,Delhi,Cochin,190,0,No info,21,4,2019,6741
Multiple carriers,Delhi,Cochin,385,1,No info,9,4,2019,6481
Multiple carriers,Delhi,Cochin,520,1,No info,6,6,2019,7354
Air India,Banglore,Delhi,170,0,No info,21,4,2019,5228
Jet Airways,Kolkata,Banglore,740,1,In-flight meal not included,12,5,2019,10844
IndiGo,Delhi,Cochin,320,1,No info,18,5,2019,6347
Air India,Banglore,New Delhi,240,1,No info,15,3,2019,5013
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,9,6,2019,9663
IndiGo,Banglore,Delhi,175,0,No info,6,4,2019,4823
Air India,Delhi,Cochin,1580,2,No info,24,6,2019,13381
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,1,6,2019,3543
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,15,5,2019,9663
Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,1,4,2019,7064
Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,9,6,2019,10262
Air India,Delhi,Cochin,500,2,No info,1,6,2019,13013
Jet Airways,Delhi,Cochin,1045,2,No info,27,6,2019,15339
GoAir,Banglore,Delhi,170,0,No info,18,4,2019,4937
IndiGo,Delhi,Cochin,425,1,No info,6,6,2019,6818
Air India,Delhi,Cochin,1275,2,No info,18,5,2019,10441
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,3,4,2019,5177
IndiGo,Chennai,Kolkata,145,0,No info,27,6,2019,3858
IndiGo,Kolkata,Banglore,315,1,No info,18,5,2019,6534
Multiple carriers,Delhi,Cochin,910,1,No info,15,6,2019,6795
Multiple carriers,Delhi,Cochin,705,1,No info,3,6,2019,9736
Jet Airways,Banglore,Delhi,180,0,No info,1,5,2019,7229
SpiceJet,Delhi,Cochin,295,1,No info,24,4,2019,4957
IndiGo,Banglore,New Delhi,165,0,No info,9,3,2019,7648
SpiceJet,Kolkata,Banglore,150,0,No info,15,6,2019,3873
Jet Airways,Kolkata,Banglore,585,1,No info,12,5,2019,14388
IndiGo,Kolkata,Banglore,160,0,No info,6,3,2019,5618
Multiple carriers,Delhi,Cochin,390,1,No info,9,6,2019,7408
Air Asia,Delhi,Cochin,330,1,No info,3,3,2019,13774
Vistara,Banglore,Delhi,160,0,No info,3,5,2019,4668
Jet Airways,Delhi,Cochin,2045,2,No info,21,3,2019,13082
Air India,Delhi,Cochin,925,1,No info,3,6,2019,8669
IndiGo,Delhi,Cochin,570,1,No info,24,6,2019,6316
Jet Airways,Delhi,Cochin,365,1,In-flight meal not included,6,3,2019,12583
Vistara,Banglore,New Delhi,160,0,No info,9,3,2019,7923
GoAir,Delhi,Cochin,350,1,No info,3,3,2019,7378
Vistara,Banglore,Delhi,165,0,No info,3,6,2019,4878
Jet Airways,Kolkata,Banglore,1640,1,In-flight meal not included,18,5,2019,10844
Jet Airways,Banglore,Delhi,180,0,No info,3,4,2019,7229
SpiceJet,Delhi,Cochin,315,1,No info,21,5,2019,6297
Jet Airways,Kolkata,Banglore,960,1,In-flight meal not included,12,6,2019,8529
Multiple carriers,Delhi,Cochin,420,1,No info,18,5,2019,13727
SpiceJet,Kolkata,Banglore,520,1,No info,24,5,2019,6643
Multiple carriers,Delhi,Cochin,540,1,No info,9,5,2019,10197
SpiceJet,Kolkata,Banglore,140,0,No info,21,4,2019,4911
IndiGo,Chennai,Kolkata,140,0,No info,6,3,2019,6482
Jet Airways,Banglore,New Delhi,380,1,No info,1,3,2019,26890
IndiGo,Kolkata,Banglore,265,1,No info,18,5,2019,3717
IndiGo,Chennai,Kolkata,140,0,No info,1,6,2019,3597
Air India,Banglore,New Delhi,665,2,No info,18,3,2019,10846
Air India,Banglore,New Delhi,1015,1,No info,1,3,2019,14069
Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,1,4,2019,5177
Air India,Delhi,Cochin,1545,2,No info,6,3,2019,14641
IndiGo,Delhi,Cochin,835,1,No info,6,6,2019,6442
Air India,Delhi,Cochin,315,1,No info,21,3,2019,5704
Jet Airways,Kolkata,Banglore,1155,1,In-flight meal not included,6,5,2019,9663
Jet Airways,Delhi,Cochin,450,1,No info,6,6,2019,14714
Jet Airways,Delhi,Cochin,540,1,In-flight meal not included,1,4,2019,5406
Vistara,Kolkata,Banglore,1440,1,No info,15,5,2019,8610
Jet Airways,Delhi,Cochin,1090,2,No info,12,6,2019,14237
IndiGo,Banglore,Delhi,175,0,No info,9,6,2019,4823
IndiGo,Mumbai,Hyderabad,90,0,No info,27,3,2019,2227
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,18,5,2019,12373
Air India,Delhi,Cochin,375,1,No info,6,6,2019,8372
Jet Airways,Delhi,Cochin,870,1,No info,3,3,2019,17024
Air India,Mumbai,Hyderabad,80,0,No info,27,5,2019,3100
Jet Airways,Delhi,Cochin,775,1,In-flight meal not included,9,3,2019,14053
IndiGo,Chennai,Kolkata,145,0,No info,9,5,2019,3540
Vistara,Kolkata,Banglore,1350,1,No info,21,5,2019,9345
Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,1,6,2019,10368
Jet Airways,Banglore,New Delhi,325,1,No info,1,3,2019,26890
SpiceJet,Mumbai,Hyderabad,85,0,No info,9,3,2019,5755
Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,21,3,2019,7832
Jet Airways,Kolkata,Banglore,740,1,No info,6,5,2019,14388
Air India,Delhi,Cochin,1210,2,No info,27,6,2019,8839
Air India,Delhi,Cochin,1275,2,No info,3,3,2019,22096
Vistara,Chennai,Kolkata,135,0,No info,27,5,2019,3687
Multiple carriers,Delhi,Cochin,630,1,No info,15,5,2019,9627
Multiple carriers,Delhi,Cochin,845,1,No info,21,3,2019,13542
IndiGo,Banglore,Delhi,170,0,No info,27,4,2019,4423
IndiGo,Delhi,Cochin,985,2,No info,3,3,2019,8899
SpiceJet,Delhi,Cochin,315,1,No info,21,4,2019,5583
Air Asia,Delhi,Cochin,830,1,No info,27,5,2019,6752
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,21,5,2019,3543
Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,21,3,2019,7832
Air India,Kolkata,Banglore,1625,2,No info,1,5,2019,10991
Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,27,5,2019,12898
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,27,5,2019,12898
GoAir,Banglore,Delhi,170,0,No info,24,5,2019,3398
Air India,Delhi,Cochin,170,0,No info,24,4,2019,5201
Air India,Kolkata,Banglore,920,2,No info,6,5,2019,13873
Air India,Delhi,Cochin,320,1,No info,15,6,2019,7384
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,6,6,2019,10262
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,24,3,2019,10031
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,6,5,2019,12384
Jet Airways,Kolkata,Banglore,1690,1,In-flight meal not included,9,5,2019,7757
Jet Airways,Banglore,New Delhi,840,1,No info,6,3,2019,17261
SpiceJet,Chennai,Kolkata,155,0,No info,1,3,2019,7298
Jet Airways,Banglore,Delhi,175,0,No info,6,4,2019,7229
IndiGo,Kolkata,Banglore,155,0,No info,1,4,2019,4174
IndiGo,Kolkata,Banglore,280,1,No info,18,5,2019,5699
Air India,Kolkata,Banglore,150,0,No info,24,4,2019,4880
Air India,Delhi,Cochin,675,1,No info,6,3,2019,15284
Jet Airways,Kolkata,Banglore,475,1,No info,24,3,2019,13759
Vistara,Kolkata,Banglore,530,1,No info,24,3,2019,16092
IndiGo,Mumbai,Hyderabad,85,0,No info,9,3,2019,4392
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,24,6,2019,10262
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,12,6,2019,3841
GoAir,Banglore,Delhi,175,0,No info,1,6,2019,5048
Air India,Kolkata,Banglore,805,1,No info,21,5,2019,11096
IndiGo,Delhi,Cochin,275,1,No info,24,4,2019,5073
Jet Airways,Delhi,Cochin,1110,1,No info,3,3,2019,19828
Vistara,Chennai,Kolkata,135,0,No info,21,3,2019,3739
Air India,Delhi,Cochin,2295,2,No info,9,3,2019,10598
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,15,6,2019,7229
Vistara,Kolkata,Banglore,1550,1,No info,1,4,2019,8610
Vistara,Delhi,Cochin,190,0,No info,9,5,2019,6216
Air India,Banglore,Delhi,170,0,No info,9,6,2019,6961
Jet Airways,Kolkata,Banglore,690,1,In-flight meal not included,6,5,2019,10703
Jet Airways,Kolkata,Banglore,395,1,No info,15,5,2019,14151
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,9,5,2019,8586
IndiGo,Kolkata,Banglore,155,0,No info,12,4,2019,4488
Multiple carriers,Delhi,Cochin,450,1,No info,15,6,2019,7408
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,18,4,2019,5443
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,12,6,2019,10539
Multiple carriers,Delhi,Cochin,750,1,No info,1,6,2019,7723
Multiple carriers,Delhi,Cochin,680,1,No info,6,3,2019,15411
Jet Airways,Banglore,Delhi,180,0,No info,21,5,2019,7229
IndiGo,Kolkata,Banglore,155,0,No info,21,6,2019,4804
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3,3,2019,4050
Jet Airways,Kolkata,Banglore,1570,1,No info,18,5,2019,14151
SpiceJet,Delhi,Cochin,295,1,No info,6,4,2019,4957
Air India,Banglore,New Delhi,165,0,No info,3,3,2019,7591
Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,24,3,2019,11134
IndiGo,Delhi,Cochin,425,1,No info,27,5,2019,6600
Air India,Banglore,New Delhi,165,0,No info,9,3,2019,4966
Air India,Delhi,Cochin,1490,2,No info,1,6,2019,15481
SpiceJet,Kolkata,Banglore,140,0,No info,1,3,2019,5515
Jet Airways,Delhi,Cochin,660,1,No info,15,6,2019,14714
GoAir,Delhi,Cochin,540,1,No info,15,6,2019,4959
Jet Airways,Banglore,Delhi,175,0,No info,21,4,2019,7229
Air India,Delhi,Cochin,185,0,No info,15,5,2019,6094
Air Asia,Kolkata,Banglore,155,0,No info,24,4,2019,4409
Multiple carriers,Delhi,Cochin,780,1,No info,18,5,2019,9794
Jet Airways,Mumbai,Hyderabad,85,0,No info,3,4,2019,5678
IndiGo,Delhi,Cochin,455,1,No info,15,6,2019,6442
Vistara,Banglore,Delhi,160,0,No info,18,5,2019,4878
Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,24,3,2019,12446
Jet Airways,Delhi,Cochin,1760,2,No info,9,5,2019,16704
Jet Airways,Banglore,New Delhi,300,1,In-flight meal not included,15,3,2019,9134
Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,15,5,2019,8586
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,1,6,2019,7229
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,21,4,2019,6144
Air India,Banglore,Delhi,165,0,No info,18,5,2019,6961
Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,9,5,2019,10844
IndiGo,Chennai,Kolkata,140,0,No info,21,5,2019,3597
SpiceJet,Banglore,New Delhi,475,1,No info,21,3,2019,7139
Air India,Mumbai,Hyderabad,1775,2,No info,6,3,2019,25139
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,1,6,2019,10368
Air India,Delhi,Cochin,765,1,No info,6,4,2019,5117
Multiple carriers,Delhi,Cochin,455,1,No info,18,5,2019,9211
SpiceJet,Kolkata,Banglore,150,0,No info,15,4,2019,4174
Multiple carriers,Delhi,Cochin,705,1,No info,27,5,2019,10786
Jet Airways,Banglore,New Delhi,1420,1,In-flight meal not included,15,3,2019,9134
Jet Airways,Delhi,Cochin,830,2,No info,1,6,2019,13376
Air India,Banglore,New Delhi,770,1,No info,21,3,2019,6955
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,9,5,2019,10844
Air Asia,Kolkata,Banglore,150,0,No info,1,4,2019,3807
Jet Airways,Kolkata,Banglore,1315,1,In-flight meal not included,1,5,2019,9663
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,9,5,2019,12373
SpiceJet,Banglore,Delhi,175,0,No info,1,5,2019,4991
Air India,Delhi,Cochin,1215,1,No info,21,3,2019,6745
Jet Airways,Delhi,Cochin,1210,1,In-flight meal not included,15,6,2019,10262
Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,27,3,2019,6540
SpiceJet,Kolkata,Banglore,150,0,No info,6,4,2019,3873
Jet Airways,Delhi,Cochin,1270,1,No info,9,5,2019,15554
IndiGo,Kolkata,Banglore,155,0,No info,27,5,2019,4804
Jet Airways,Delhi,Cochin,1240,1,In-flight meal not included,27,3,2019,7438
Air Asia,Banglore,Delhi,170,0,No info,3,5,2019,6181
Multiple carriers,Delhi,Cochin,390,1,No info,1,5,2019,9424
Air India,Banglore,New Delhi,1800,2,No info,12,3,2019,12725
Air India,Banglore,New Delhi,790,1,No info,15,3,2019,6046
SpiceJet,Banglore,Delhi,175,0,No info,15,6,2019,3971
Jet Airways,Kolkata,Banglore,1080,1,No info,6,6,2019,12692
IndiGo,Delhi,Cochin,480,1,No info,6,3,2019,7451
Jet Airways,Banglore,New Delhi,525,1,No info,12,3,2019,13817
Jet Airways,Kolkata,Banglore,750,1,In-flight meal not included,6,5,2019,10703
Jet Airways,Banglore,New Delhi,800,1,No info,12,3,2019,13817
Jet Airways,Banglore,New Delhi,370,1,No info,15,3,2019,27210
Jet Airways,Kolkata,Banglore,450,1,No info,18,5,2019,13941
Air India,Banglore,New Delhi,1155,1,No info,1,3,2019,10246
IndiGo,Kolkata,Banglore,155,0,No info,6,5,2019,4804
Air Asia,Kolkata,Banglore,720,1,No info,6,6,2019,6810
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,1,5,2019,5198
Vistara,Banglore,Delhi,170,0,No info,3,5,2019,5613
IndiGo,Mumbai,Hyderabad,85,0,No info,3,3,2019,4784
Jet Airways,Delhi,Cochin,1385,1,In-flight meal not included,21,3,2019,5406
Air India,Banglore,Delhi,170,0,No info,27,4,2019,5228
Jet Airways,Delhi,Cochin,1325,1,In-flight meal not included,27,5,2019,12898
Air India,Chennai,Kolkata,135,0,No info,15,6,2019,4667
Jet Airways,Kolkata,Banglore,345,1,No info,21,5,2019,14781
Vistara,Banglore,Delhi,170,0,No info,21,4,2019,5403
Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,12,6,2019,9899
Jet Airways,Delhi,Cochin,535,2,In-flight meal not included,21,5,2019,13029
Vistara,Kolkata,Banglore,1065,1,No info,18,5,2019,9187
IndiGo,Banglore,Delhi,170,0,No info,24,5,2019,4823
Air India,Delhi,Cochin,1305,2,No info,27,3,2019,8665
IndiGo,Delhi,Cochin,755,1,No info,6,3,2019,14871
IndiGo,Mumbai,Hyderabad,90,0,No info,21,6,2019,4049
Air India,Chennai,Kolkata,135,0,No info,12,6,2019,4667
IndiGo,Kolkata,Banglore,235,1,No info,9,4,2019,4226
Air India,Banglore,New Delhi,165,0,No info,3,3,2019,7591
Jet Airways,Banglore,New Delhi,450,1,No info,6,3,2019,19225
Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,27,5,2019,12898
IndiGo,Mumbai,Hyderabad,90,0,No info,9,6,2019,2754
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,3,5,2019,1965
Air India,Kolkata,Banglore,1830,2,No info,24,3,2019,12835
Jet Airways Business,Banglore,New Delhi,300,1,No info,1,3,2019,52229
Multiple carriers,Delhi,Cochin,675,1,No info,15,5,2019,14533
Vistara,Banglore,Delhi,170,0,No info,24,6,2019,4668
Jet Airways,Delhi,Cochin,1145,1,No info,9,4,2019,11822
Jet Airways,Delhi,Cochin,395,1,In-flight meal not included,27,3,2019,6017
Jet Airways,Delhi,Cochin,450,1,No info,9,6,2019,14714
SpiceJet,Chennai,Kolkata,135,0,No info,9,6,2019,3597
Air Asia,Banglore,Delhi,165,0,No info,24,4,2019,3383
Air India,Kolkata,Banglore,765,2,No info,18,5,2019,11642
Vistara,Banglore,Delhi,170,0,No info,27,4,2019,5403
Air India,Delhi,Cochin,1595,2,No info,3,3,2019,14221
Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,18,5,2019,8586
IndiGo,Mumbai,Hyderabad,90,0,No info,12,6,2019,4049
Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,3,6,2019,10262
Multiple carriers,Delhi,Cochin,840,1,No info,21,5,2019,7888
Air India,Delhi,Cochin,1410,2,No info,21,3,2019,8236
Air India,Delhi,Cochin,1795,2,No info,6,6,2019,12961
Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,9,5,2019,8586
IndiGo,Kolkata,Banglore,290,1,No info,18,5,2019,5279
GoAir,Banglore,Delhi,165,0,No info,18,6,2019,3419
Jet Airways,Delhi,Cochin,810,2,No info,15,6,2019,13292
Jet Airways,Kolkata,Banglore,800,1,No info,15,5,2019,13067
IndiGo,Chennai,Kolkata,140,0,No info,3,5,2019,3597
Jet Airways,Delhi,Cochin,715,1,No info,18,5,2019,15554
IndiGo,Delhi,Cochin,310,1,No info,15,5,2019,6027
Jet Airways,Kolkata,Banglore,705,1,No info,9,5,2019,14781
Jet Airways,Delhi,Cochin,830,2,No info,1,6,2019,13376
IndiGo,Banglore,Delhi,180,0,No info,27,5,2019,3943
GoAir,Delhi,Cochin,370,1,No info,12,6,2019,5842
IndiGo,Chennai,Kolkata,140,0,No info,15,3,2019,4326
Multiple carriers,Delhi,Cochin,645,1,No info,1,6,2019,8937
Air India,Chennai,Kolkata,135,0,No info,21,3,2019,3670
IndiGo,Banglore,Delhi,175,0,No info,18,6,2019,4823
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3,4,2019,2071
Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,27,6,2019,6093
Vistara,Kolkata,Banglore,1595,1,No info,24,3,2019,11682
IndiGo,Banglore,New Delhi,285,1,No info,3,3,2019,7774
Jet Airways,Kolkata,Banglore,1285,1,No info,12,5,2019,13067
IndiGo,Delhi,Cochin,515,1,No info,27,5,2019,7514
Multiple carriers,Delhi,Cochin,510,1,No info,9,4,2019,6838
IndiGo,Chennai,Kolkata,135,0,No info,18,3,2019,3858
Multiple carriers,Delhi,Cochin,760,1,No info,15,6,2019,6795
Jet Airways,Delhi,Cochin,505,2,No info,27,5,2019,16263
Air India,Kolkata,Banglore,1540,1,No info,9,5,2019,8576
Air India,Banglore,Delhi,165,0,No info,6,5,2019,5228
Jet Airways,Delhi,Cochin,1760,2,No info,1,5,2019,16704
IndiGo,Kolkata,Banglore,160,0,No info,24,3,2019,8872
GoAir,Banglore,Delhi,170,0,No info,3,5,2019,3898
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,21,3,2019,3332
Jet Airways,Kolkata,Banglore,435,1,In-flight meal not included,21,5,2019,5608
Jet Airways,Kolkata,Banglore,1215,1,No info,9,5,2019,13941
Multiple carriers,Delhi,Cochin,705,1,No info,21,3,2019,9100
Vistara,Banglore,Delhi,155,0,No info,15,6,2019,4878
IndiGo,Delhi,Cochin,810,1,No info,1,6,2019,6416
SpiceJet,Mumbai,Hyderabad,90,0,No info,12,5,2019,2017
Jet Airways,Delhi,Cochin,1475,2,No info,27,3,2019,10976
Jet Airways,Kolkata,Banglore,1235,1,In-flight meal not included,24,3,2019,10031
IndiGo,Kolkata,Banglore,170,0,No info,18,3,2019,4462
IndiGo,Delhi,Cochin,275,1,No info,1,4,2019,5073
IndiGo,Chennai,Kolkata,140,0,No info,27,3,2019,4326
Multiple carriers Premium economy,Delhi,Cochin,705,1,No info,21,3,2019,10161
IndiGo,Mumbai,Hyderabad,90,0,No info,12,6,2019,3175
Vistara,Kolkata,Banglore,770,1,No info,24,3,2019,12312
Jet Airways,Delhi,Cochin,1470,2,No info,21,3,2019,12604
Multiple carriers,Delhi,Cochin,690,1,No info,15,6,2019,10877
IndiGo,Kolkata,Banglore,240,1,No info,18,5,2019,4226
Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,6,4,2019,5406
IndiGo,Delhi,Cochin,325,1,No info,15,5,2019,8618
IndiGo,Kolkata,Banglore,155,0,No info,18,4,2019,4174
GoAir,Delhi,Cochin,310,1,No info,1,6,2019,10651
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,21,3,2019,5963
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,12,6,2019,10368
IndiGo,Mumbai,Hyderabad,435,1,No info,6,3,2019,7681
Multiple carriers,Delhi,Cochin,490,1,No info,21,5,2019,7485
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,3,4,2019,4544
SpiceJet,Kolkata,Banglore,315,1,No info,15,4,2019,4649
Vistara,Chennai,Kolkata,140,0,No info,12,5,2019,11982
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,24,6,2019,4995
IndiGo,Kolkata,Banglore,290,1,No info,9,5,2019,5069
SpiceJet,Kolkata,Banglore,140,0,No info,1,6,2019,3873
SpiceJet,Kolkata,Banglore,140,0,No info,27,4,2019,3873
Air India,Delhi,Cochin,795,1,No info,27,5,2019,8907
Jet Airways,Kolkata,Banglore,1150,1,In-flight meal not included,9,6,2019,10844
Jet Airways,Kolkata,Banglore,1360,1,In-flight meal not included,15,5,2019,10844
Jet Airways,Kolkata,Banglore,890,1,In-flight meal not included,6,5,2019,9663
Jet Airways,Delhi,Cochin,910,2,No info,1,6,2019,13292
Jet Airways,Delhi,Cochin,425,2,No info,12,6,2019,14441
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,9,6,2019,4050
IndiGo,Banglore,New Delhi,175,0,No info,9,3,2019,6144
IndiGo,Delhi,Cochin,480,1,No info,6,3,2019,14871
Air Asia,Banglore,Delhi,165,0,No info,18,4,2019,4483
IndiGo,Delhi,Cochin,895,1,No info,15,5,2019,6979
Jet Airways,Mumbai,Hyderabad,90,0,No info,27,6,2019,8040
IndiGo,Delhi,Cochin,975,1,No info,1,6,2019,7048
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,27,6,2019,3573
IndiGo,Delhi,Cochin,300,1,No info,27,5,2019,5054
Air India,Delhi,Cochin,1335,1,No info,1,6,2019,8582
Air Asia,Delhi,Cochin,330,1,No info,9,6,2019,8759
IndiGo,Delhi,Cochin,515,1,No info,27,4,2019,6442
