,Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Year_of_Journey
353,Air India,Banglore,New Delhi,1330,1.0,No info,13439,3,1,2019
354,Jet Airways,Delhi,Cochin,610,1.0,In-flight meal not included,6540,27,3,2019
355,IndiGo,Banglore,Delhi,170,0.0,No info,4591,6,1,2019
356,IndiGo,Banglore,New Delhi,260,1.0,No info,4437,18,3,2019
357,Air Asia,Delhi,Cochin,660,1.0,No info,6151,21,3,2019
358,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,7754,21,6,2019
359,Jet Airways,Delhi,Cochin,1355,1.0,In-flight meal not included,10262,24,6,2019
360,Jet Airways,Banglore,Delhi,185,0.0,No info,8016,6,9,2019
361,SpiceJet,Kolkata,Banglore,160,0.0,No check-in baggage included,4781,24,3,2019
362,Vistara,Banglore,Delhi,170,0.0,No info,4668,27,6,2019
363,Air India,Banglore,New Delhi,1265,1.0,No info,14594,3,6,2019
364,Jet Airways,Kolkata,Banglore,710,1.0,No info,14231,24,3,2019
365,Air India,Delhi,Cochin,1535,1.0,No info,8425,15,5,2019
366,Multiple carriers,Delhi,Cochin,925,1.0,No info,9646,6,12,2019
367,IndiGo,Chennai,Kolkata,145,0.0,No info,7295,3,3,2019
368,Air Asia,Kolkata,Banglore,220,1.0,No info,5162,4,9,2019
369,IndiGo,Banglore,New Delhi,175,0.0,No info,6860,3,9,2019
370,Vistara,Delhi,Cochin,190,0.0,No info,6216,15,4,2019
371,Air Asia,Kolkata,Banglore,710,1.0,No info,5192,24,5,2019
372,IndiGo,Banglore,Delhi,170,0.0,No info,4823,4,9,2019
373,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3919,4,3,2019
374,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754,6,3,2019
375,Multiple carriers,Delhi,Cochin,690,1.0,No info,9315,5,9,2019
376,Multiple carriers,Delhi,Cochin,530,1.0,No info,11667,27,3,2019
377,Jet Airways,Kolkata,Banglore,1215,1.0,In-flight meal not included,6224,6,12,2019
378,Air India,Kolkata,Banglore,1210,2.0,No info,13349,24,3,2019
379,Jet Airways,Banglore,New Delhi,965,1.0,In-flight meal not included,11087,18,3,2019
380,Multiple carriers,Delhi,Cochin,755,1.0,No info,15603,3,6,2019
381,Jet Airways,Delhi,Cochin,1025,2.0,No info,15129,5,9,2019
382,IndiGo,Banglore,Delhi,180,0.0,No info,4823,4,9,2019
383,Vistara,Kolkata,Banglore,930,1.0,No info,8452,5,1,2019
384,Multiple carriers,Delhi,Cochin,690,1.0,No info,12524,6,6,2019
385,SpiceJet,Chennai,Kolkata,140,0.0,No info,3384,27,3,2019
386,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262,6,1,2019
387,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,18,6,2019
388,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,18,5,2019
389,Jet Airways,Delhi,Cochin,1485,1.0,No info,16079,27,5,2019
390,Jet Airways,Delhi,Cochin,1295,2.0,No info,13292,6,1,2019
391,Air Asia,Delhi,Cochin,330,1.0,No info,6751,5,9,2019
392,Air India,Delhi,Cochin,735,1.0,No info,8669,15,5,2019
393,IndiGo,Delhi,Cochin,485,1.0,No info,14871,3,3,2019
394,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,12898,21,5,2019
395,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3919,6,6,2019
396,Multiple carriers,Delhi,Cochin,385,1.0,No info,36983,3,1,2019
397,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,6,3,2019
398,Air India,Banglore,New Delhi,165,0.0,No info,10741,3,9,2019
399,Air India,Kolkata,Banglore,765,2.0,No info,11432,6,6,2019
400,Jet Airways,Banglore,New Delhi,950,1.0,In-flight meal not included,11087,3,12,2019
401,Jet Airways,Delhi,Cochin,1620,2.0,No info,13292,6,3,2019
402,Air India,Delhi,Cochin,1585,3.0,No info,10493,15,6,2019
403,GoAir,Banglore,New Delhi,175,0.0,No info,7631,3,9,2019
404,Air India,Delhi,Cochin,1490,2.0,No info,13381,6,6,2019
405,Jet Airways,Kolkata,Banglore,520,1.0,No info,13731,6,6,2019
406,Air India,Delhi,Cochin,1545,2.0,No info,11911,21,5,2019
407,IndiGo,Banglore,Delhi,170,0.0,No info,4591,18,4,2019
408,Multiple carriers,Delhi,Cochin,375,1.0,No info,14848,6,3,2019
409,Multiple carriers,Delhi,Cochin,630,1.0,No info,8266,6,12,2019
410,Air India,Delhi,Cochin,1560,2.0,No info,12392,18,5,2019
411,Jet Airways,Kolkata,Banglore,1025,1.0,No info,13044,6,12,2019
412,Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12898,21,5,2019
413,Jet Airways,Delhi,Cochin,335,1.0,No info,12242,21,3,2019
414,IndiGo,Banglore,Delhi,170,0.0,No info,3943,18,5,2019
415,Vistara,Kolkata,Banglore,1550,1.0,No info,11105,24,3,2019
416,Jet Airways,Kolkata,Banglore,730,1.0,No info,14388,5,12,2019
417,Jet Airways,Delhi,Cochin,1025,2.0,No info,13014,18,5,2019
418,Multiple carriers,Delhi,Cochin,510,1.0,No info,15411,3,6,2019
419,Jet Airways,Delhi,Cochin,1385,1.0,No info,16289,3,9,2019
420,IndiGo,Delhi,Cochin,560,1.0,No info,6442,15,5,2019
421,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10844,18,5,2019
422,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,18,5,2019
423,IndiGo,Banglore,Delhi,170,0.0,No info,6906,4,12,2019
424,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,21,5,2019
425,Jet Airways,Delhi,Cochin,600,1.0,No info,14714,6,6,2019
426,Vistara Premium economy,Banglore,New Delhi,155,0.0,No info,11793,3,3,2019
427,Multiple carriers,Delhi,Cochin,465,1.0,No info,14323,15,5,2019
428,SpiceJet,Banglore,Delhi,175,0.0,No info,3971,4,9,2019
429,Vistara,Kolkata,Banglore,1580,1.0,No info,8452,5,6,2019
430,Vistara,Banglore,Delhi,160,0.0,No info,5403,4,12,2019
431,Multiple carriers,Delhi,Cochin,660,1.0,No info,13727,5,9,2019
432,Air India,Kolkata,Banglore,1165,2.0,No info,12639,4,1,2019
433,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,5198,18,4,2019
434,Vistara,Banglore,Delhi,165,0.0,No info,4878,6,1,2019
435,Jet Airways,Delhi,Cochin,1395,1.0,In-flight meal not included,12373,18,5,2019
436,Multiple carriers,Delhi,Cochin,540,1.0,In-flight meal not included,8552,3,3,2019
437,Vistara,Delhi,Cochin,190,0.0,No info,6741,21,4,2019
438,Multiple carriers,Delhi,Cochin,385,1.0,No info,6481,4,9,2019
439,Multiple carriers,Delhi,Cochin,520,1.0,No info,7354,6,6,2019
440,Air India,Banglore,Delhi,170,0.0,No info,5228,21,4,2019
441,Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844,5,12,2019
442,IndiGo,Delhi,Cochin,320,1.0,No info,6347,18,5,2019
443,Air India,Banglore,New Delhi,240,1.0,No info,5013,15,3,2019
444,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,9663,6,9,2019
445,IndiGo,Banglore,Delhi,175,0.0,No info,4823,4,6,2019
446,Air India,Delhi,Cochin,1580,2.0,No info,13381,24,6,2019
447,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,6,1,2019
448,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,9663,15,5,2019
449,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,7064,4,1,2019
450,Jet Airways,Delhi,Cochin,715,1.0,In-flight meal not included,10262,6,9,2019
451,Air India,Delhi,Cochin,500,2.0,No info,13013,6,1,2019
452,Jet Airways,Delhi,Cochin,1045,2.0,No info,15339,27,6,2019
453,GoAir,Banglore,Delhi,170,0.0,No info,4937,18,4,2019
454,IndiGo,Delhi,Cochin,425,1.0,No info,6818,6,6,2019
455,Air India,Delhi,Cochin,1275,2.0,No info,10441,18,5,2019
456,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,5177,4,3,2019
457,IndiGo,Chennai,Kolkata,145,0.0,No info,3858,27,6,2019
458,IndiGo,Kolkata,Banglore,315,1.0,No info,6534,18,5,2019
459,Multiple carriers,Delhi,Cochin,910,1.0,No info,6795,15,6,2019
460,Multiple carriers,Delhi,Cochin,705,1.0,No info,9736,6,3,2019
461,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,5,1,2019
462,SpiceJet,Delhi,Cochin,295,1.0,No info,4957,24,4,2019
463,IndiGo,Banglore,New Delhi,165,0.0,No info,7648,3,9,2019
464,SpiceJet,Kolkata,Banglore,150,0.0,No info,3873,15,6,2019
465,Jet Airways,Kolkata,Banglore,585,1.0,No info,14388,5,12,2019
466,IndiGo,Kolkata,Banglore,160,0.0,No info,5618,3,6,2019
467,Multiple carriers,Delhi,Cochin,390,1.0,No info,7408,6,9,2019
468,Air Asia,Delhi,Cochin,330,1.0,No info,13774,3,3,2019
469,Vistara,Banglore,Delhi,160,0.0,No info,4668,5,3,2019
470,Jet Airways,Delhi,Cochin,2045,2.0,No info,13082,21,3,2019
471,Air India,Delhi,Cochin,925,1.0,No info,8669,6,3,2019
472,IndiGo,Delhi,Cochin,570,1.0,No info,6316,24,6,2019
473,Jet Airways,Delhi,Cochin,365,1.0,In-flight meal not included,12583,3,6,2019
474,Vistara,Banglore,New Delhi,160,0.0,No info,7923,3,9,2019
475,GoAir,Delhi,Cochin,350,1.0,No info,7378,3,3,2019
476,Vistara,Banglore,Delhi,165,0.0,No info,4878,6,3,2019
477,Jet Airways,Kolkata,Banglore,1640,1.0,In-flight meal not included,10844,18,5,2019
478,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,4,3,2019
479,SpiceJet,Delhi,Cochin,315,1.0,No info,6297,21,5,2019
480,Jet Airways,Kolkata,Banglore,960,1.0,In-flight meal not included,8529,6,12,2019
481,Multiple carriers,Delhi,Cochin,420,1.0,No info,13727,18,5,2019
482,SpiceJet,Kolkata,Banglore,520,1.0,No info,6643,24,5,2019
483,Multiple carriers,Delhi,Cochin,540,1.0,No info,10197,5,9,2019
484,SpiceJet,Kolkata,Banglore,140,0.0,No info,4911,21,4,2019
485,IndiGo,Chennai,Kolkata,140,0.0,No info,6482,3,6,2019
486,Jet Airways,Banglore,New Delhi,380,1.0,No info,26890,3,1,2019
487,IndiGo,Kolkata,Banglore,265,1.0,No info,3717,18,5,2019
488,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,6,1,2019
489,Air India,Banglore,New Delhi,665,2.0,No info,10846,18,3,2019
490,Air India,Banglore,New Delhi,1015,1.0,No info,14069,3,1,2019
491,Jet Airways,Delhi,Cochin,825,1.0,In-flight meal not included,5177,4,1,2019
492,Air India,Delhi,Cochin,1545,2.0,No info,14641,3,6,2019
493,IndiGo,Delhi,Cochin,835,1.0,No info,6442,6,6,2019
494,Air India,Delhi,Cochin,315,1.0,No info,5704,21,3,2019
495,Jet Airways,Kolkata,Banglore,1155,1.0,In-flight meal not included,9663,5,6,2019
496,Jet Airways,Delhi,Cochin,450,1.0,No info,14714,6,6,2019
497,Jet Airways,Delhi,Cochin,540,1.0,In-flight meal not included,5406,4,1,2019
498,Vistara,Kolkata,Banglore,1440,1.0,No info,8610,15,5,2019
499,Jet Airways,Delhi,Cochin,1090,2.0,No info,14237,6,12,2019
500,IndiGo,Banglore,Delhi,175,0.0,No info,4823,6,9,2019
501,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227,27,3,2019
502,Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12373,18,5,2019
503,Air India,Delhi,Cochin,375,1.0,No info,8372,6,6,2019
504,Jet Airways,Delhi,Cochin,870,1.0,No info,17024,3,3,2019
505,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,27,5,2019
506,Jet Airways,Delhi,Cochin,775,1.0,In-flight meal not included,14053,3,9,2019
507,IndiGo,Chennai,Kolkata,145,0.0,No info,3540,5,9,2019
508,Vistara,Kolkata,Banglore,1350,1.0,No info,9345,21,5,2019
509,Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368,6,1,2019
510,Jet Airways,Banglore,New Delhi,325,1.0,No info,26890,3,1,2019
511,SpiceJet,Mumbai,Hyderabad,85,0.0,No info,5755,3,9,2019
512,Jet Airways,Banglore,New Delhi,435,1.0,In-flight meal not included,7832,21,3,2019
513,Jet Airways,Kolkata,Banglore,740,1.0,No info,14388,5,6,2019
514,Air India,Delhi,Cochin,1210,2.0,No info,8839,27,6,2019
515,Air India,Delhi,Cochin,1275,2.0,No info,22096,3,3,2019
516,Vistara,Chennai,Kolkata,135,0.0,No info,3687,27,5,2019
517,Multiple carriers,Delhi,Cochin,630,1.0,No info,9627,15,5,2019
518,Multiple carriers,Delhi,Cochin,845,1.0,No info,13542,21,3,2019
519,IndiGo,Banglore,Delhi,170,0.0,No info,4423,27,4,2019
520,IndiGo,Delhi,Cochin,985,2.0,No info,8899,3,3,2019
521,SpiceJet,Delhi,Cochin,315,1.0,No info,5583,21,4,2019
522,Air Asia,Delhi,Cochin,830,1.0,No info,6752,27,5,2019
523,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,21,5,2019
524,Jet Airways,Banglore,New Delhi,435,1.0,In-flight meal not included,7832,21,3,2019
525,Air India,Kolkata,Banglore,1625,2.0,No info,10991,5,1,2019
526,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,12898,27,5,2019
527,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,12898,27,5,2019
528,GoAir,Banglore,Delhi,170,0.0,No info,3398,24,5,2019
529,Air India,Delhi,Cochin,170,0.0,No info,5201,24,4,2019
530,Air India,Kolkata,Banglore,920,2.0,No info,13873,5,6,2019
531,Air India,Delhi,Cochin,320,1.0,No info,7384,15,6,2019
532,Jet Airways,Delhi,Cochin,610,1.0,In-flight meal not included,10262,6,6,2019
533,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,10031,24,3,2019
534,Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,12384,5,6,2019
535,Jet Airways,Kolkata,Banglore,1690,1.0,In-flight meal not included,7757,5,9,2019
536,Jet Airways,Banglore,New Delhi,840,1.0,No info,17261,3,6,2019
537,SpiceJet,Chennai,Kolkata,155,0.0,No info,7298,3,1,2019
538,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,4,6,2019
539,IndiGo,Kolkata,Banglore,155,0.0,No info,4174,4,1,2019
540,IndiGo,Kolkata,Banglore,280,1.0,No info,5699,18,5,2019
541,Air India,Kolkata,Banglore,150,0.0,No info,4880,24,4,2019
542,Air India,Delhi,Cochin,675,1.0,No info,15284,3,6,2019
543,Jet Airways,Kolkata,Banglore,475,1.0,No info,13759,24,3,2019
544,Vistara,Kolkata,Banglore,530,1.0,No info,16092,24,3,2019
545,IndiGo,Mumbai,Hyderabad,85,0.0,No info,4392,3,9,2019
546,Jet Airways,Delhi,Cochin,940,1.0,In-flight meal not included,10262,24,6,2019
547,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841,6,12,2019
548,GoAir,Banglore,Delhi,175,0.0,No info,5048,6,1,2019
549,Air India,Kolkata,Banglore,805,1.0,No info,11096,21,5,2019
550,IndiGo,Delhi,Cochin,275,1.0,No info,5073,24,4,2019
551,Jet Airways,Delhi,Cochin,1110,1.0,No info,19828,3,3,2019
552,Vistara,Chennai,Kolkata,135,0.0,No info,3739,21,3,2019
553,Air India,Delhi,Cochin,2295,2.0,No info,10598,3,9,2019
554,Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,7229,15,6,2019
555,Vistara,Kolkata,Banglore,1550,1.0,No info,8610,4,1,2019
556,Vistara,Delhi,Cochin,190,0.0,No info,6216,5,9,2019
557,Air India,Banglore,Delhi,170,0.0,No info,6961,6,9,2019
558,Jet Airways,Kolkata,Banglore,690,1.0,In-flight meal not included,10703,5,6,2019
559,Jet Airways,Kolkata,Banglore,395,1.0,No info,14151,15,5,2019
560,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,8586,5,9,2019
561,IndiGo,Kolkata,Banglore,155,0.0,No info,4488,4,12,2019
562,Multiple carriers,Delhi,Cochin,450,1.0,No info,7408,15,6,2019
563,Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,5443,18,4,2019
564,Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,10539,6,12,2019
565,Multiple carriers,Delhi,Cochin,750,1.0,No info,7723,6,1,2019
566,Multiple carriers,Delhi,Cochin,680,1.0,No info,15411,3,6,2019
567,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,21,5,2019
568,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,21,6,2019
569,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,4050,3,3,2019
570,Jet Airways,Kolkata,Banglore,1570,1.0,No info,14151,18,5,2019
571,SpiceJet,Delhi,Cochin,295,1.0,No info,4957,4,6,2019
572,Air India,Banglore,New Delhi,165,0.0,No info,7591,3,3,2019
573,Jet Airways,Kolkata,Banglore,520,1.0,In-flight meal not included,11134,24,3,2019
574,IndiGo,Delhi,Cochin,425,1.0,No info,6600,27,5,2019
575,Air India,Banglore,New Delhi,165,0.0,No info,4966,3,9,2019
576,Air India,Delhi,Cochin,1490,2.0,No info,15481,6,1,2019
577,SpiceJet,Kolkata,Banglore,140,0.0,No info,5515,3,1,2019
578,Jet Airways,Delhi,Cochin,660,1.0,No info,14714,15,6,2019
579,GoAir,Delhi,Cochin,540,1.0,No info,4959,15,6,2019
580,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,21,4,2019
581,Air India,Delhi,Cochin,185,0.0,No info,6094,15,5,2019
582,Air Asia,Kolkata,Banglore,155,0.0,No info,4409,24,4,2019
583,Multiple carriers,Delhi,Cochin,780,1.0,No info,9794,18,5,2019
584,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678,4,3,2019
585,IndiGo,Delhi,Cochin,455,1.0,No info,6442,15,6,2019
586,Vistara,Banglore,Delhi,160,0.0,No info,4878,18,5,2019
587,Jet Airways,Kolkata,Banglore,775,1.0,In-flight meal not included,12446,24,3,2019
588,Jet Airways,Delhi,Cochin,1760,2.0,No info,16704,5,9,2019
589,Jet Airways,Banglore,New Delhi,300,1.0,In-flight meal not included,9134,15,3,2019
590,Jet Airways,Kolkata,Banglore,520,1.0,In-flight meal not included,8586,15,5,2019
591,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,7229,6,1,2019
592,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6144,21,4,2019
593,Air India,Banglore,Delhi,165,0.0,No info,6961,18,5,2019
594,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,10844,5,9,2019
595,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,21,5,2019
596,SpiceJet,Banglore,New Delhi,475,1.0,No info,7139,21,3,2019
597,Air India,Mumbai,Hyderabad,1775,2.0,No info,25139,3,6,2019
598,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368,6,1,2019
599,Air India,Delhi,Cochin,765,1.0,No info,5117,4,6,2019
600,Multiple carriers,Delhi,Cochin,455,1.0,No info,9211,18,5,2019
601,SpiceJet,Kolkata,Banglore,150,0.0,No info,4174,15,4,2019
602,Multiple carriers,Delhi,Cochin,705,1.0,No info,10786,27,5,2019
603,Jet Airways,Banglore,New Delhi,1420,1.0,In-flight meal not included,9134,15,3,2019
604,Jet Airways,Delhi,Cochin,830,2.0,No info,13376,6,1,2019
605,Air India,Banglore,New Delhi,770,1.0,No info,6955,21,3,2019
606,Jet Airways,Kolkata,Banglore,590,1.0,In-flight meal not included,10844,5,9,2019
607,Air Asia,Kolkata,Banglore,150,0.0,No info,3807,4,1,2019
608,Jet Airways,Kolkata,Banglore,1315,1.0,In-flight meal not included,9663,5,1,2019
609,Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,12373,5,9,2019
610,SpiceJet,Banglore,Delhi,175,0.0,No info,4991,5,1,2019
611,Air India,Delhi,Cochin,1215,1.0,No info,6745,21,3,2019
612,Jet Airways,Delhi,Cochin,1210,1.0,In-flight meal not included,10262,15,6,2019
613,Jet Airways,Delhi,Cochin,655,1.0,In-flight meal not included,6540,27,3,2019
614,SpiceJet,Kolkata,Banglore,150,0.0,No info,3873,4,6,2019
615,Jet Airways,Delhi,Cochin,1270,1.0,No info,15554,5,9,2019
616,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,27,5,2019
617,Jet Airways,Delhi,Cochin,1240,1.0,In-flight meal not included,7438,27,3,2019
618,Air Asia,Banglore,Delhi,170,0.0,No info,6181,5,3,2019
619,Multiple carriers,Delhi,Cochin,390,1.0,No info,9424,5,1,2019
620,Air India,Banglore,New Delhi,1800,2.0,No info,12725,3,12,2019
621,Air India,Banglore,New Delhi,790,1.0,No info,6046,15,3,2019
622,SpiceJet,Banglore,Delhi,175,0.0,No info,3971,15,6,2019
623,Jet Airways,Kolkata,Banglore,1080,1.0,No info,12692,6,6,2019
624,IndiGo,Delhi,Cochin,480,1.0,No info,7451,3,6,2019
625,Jet Airways,Banglore,New Delhi,525,1.0,No info,13817,3,12,2019
626,Jet Airways,Kolkata,Banglore,750,1.0,In-flight meal not included,10703,5,6,2019
627,Jet Airways,Banglore,New Delhi,800,1.0,No info,13817,3,12,2019
628,Jet Airways,Banglore,New Delhi,370,1.0,No info,27210,15,3,2019
629,Jet Airways,Kolkata,Banglore,450,1.0,No info,13941,18,5,2019
630,Air India,Banglore,New Delhi,1155,1.0,No info,10246,3,1,2019
631,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,5,6,2019
632,Air Asia,Kolkata,Banglore,720,1.0,No info,6810,6,6,2019
633,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5198,5,1,2019
634,Vistara,Banglore,Delhi,170,0.0,No info,5613,5,3,2019
635,IndiGo,Mumbai,Hyderabad,85,0.0,No info,4784,3,3,2019
636,Jet Airways,Delhi,Cochin,1385,1.0,In-flight meal not included,5406,21,3,2019
637,Air India,Banglore,Delhi,170,0.0,No info,5228,27,4,2019
638,Jet Airways,Delhi,Cochin,1325,1.0,In-flight meal not included,12898,27,5,2019
639,Air India,Chennai,Kolkata,135,0.0,No info,4667,15,6,2019
640,Jet Airways,Kolkata,Banglore,345,1.0,No info,14781,21,5,2019
641,Vistara,Banglore,Delhi,170,0.0,No info,5403,21,4,2019
642,Jet Airways,Kolkata,Banglore,570,1.0,In-flight meal not included,9899,6,12,2019
643,Jet Airways,Delhi,Cochin,535,2.0,In-flight meal not included,13029,21,5,2019
644,Vistara,Kolkata,Banglore,1065,1.0,No info,9187,18,5,2019
645,IndiGo,Banglore,Delhi,170,0.0,No info,4823,24,5,2019
646,Air India,Delhi,Cochin,1305,2.0,No info,8665,27,3,2019
647,IndiGo,Delhi,Cochin,755,1.0,No info,14871,3,6,2019
648,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,21,6,2019
649,Air India,Chennai,Kolkata,135,0.0,No info,4667,6,12,2019
650,IndiGo,Kolkata,Banglore,235,1.0,No info,4226,4,9,2019
651,Air India,Banglore,New Delhi,165,0.0,No info,7591,3,3,2019
652,Jet Airways,Banglore,New Delhi,450,1.0,No info,19225,3,6,2019
653,Jet Airways,Delhi,Cochin,1040,1.0,In-flight meal not included,12898,27,5,2019
654,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754,6,9,2019
655,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,5,3,2019
656,Air India,Kolkata,Banglore,1830,2.0,No info,12835,24,3,2019
657,Jet Airways Business,Banglore,New Delhi,300,1.0,No info,52229,3,1,2019
658,Multiple carriers,Delhi,Cochin,675,1.0,No info,14533,15,5,2019
659,Vistara,Banglore,Delhi,170,0.0,No info,4668,24,6,2019
660,Jet Airways,Delhi,Cochin,1145,1.0,No info,11822,4,9,2019
661,Jet Airways,Delhi,Cochin,395,1.0,In-flight meal not included,6017,27,3,2019
662,Jet Airways,Delhi,Cochin,450,1.0,No info,14714,6,9,2019
663,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,6,9,2019
664,Air Asia,Banglore,Delhi,165,0.0,No info,3383,24,4,2019
665,Air India,Kolkata,Banglore,765,2.0,No info,11642,18,5,2019
666,Vistara,Banglore,Delhi,170,0.0,No info,5403,27,4,2019
667,Air India,Delhi,Cochin,1595,2.0,No info,14221,3,3,2019
668,Jet Airways,Kolkata,Banglore,775,1.0,In-flight meal not included,8586,18,5,2019
669,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,6,12,2019
670,Jet Airways,Delhi,Cochin,520,1.0,In-flight meal not included,10262,6,3,2019
671,Multiple carriers,Delhi,Cochin,840,1.0,No info,7888,21,5,2019
672,Air India,Delhi,Cochin,1410,2.0,No info,8236,21,3,2019
673,Air India,Delhi,Cochin,1795,2.0,No info,12961,6,6,2019
674,Jet Airways,Kolkata,Banglore,1330,1.0,In-flight meal not included,8586,5,9,2019
675,IndiGo,Kolkata,Banglore,290,1.0,No info,5279,18,5,2019
676,GoAir,Banglore,Delhi,165,0.0,No info,3419,18,6,2019
677,Jet Airways,Delhi,Cochin,810,2.0,No info,13292,15,6,2019
678,Jet Airways,Kolkata,Banglore,800,1.0,No info,13067,15,5,2019
679,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,5,3,2019
680,Jet Airways,Delhi,Cochin,715,1.0,No info,15554,18,5,2019
681,IndiGo,Delhi,Cochin,310,1.0,No info,6027,15,5,2019
682,Jet Airways,Kolkata,Banglore,705,1.0,No info,14781,5,9,2019
683,Jet Airways,Delhi,Cochin,830,2.0,No info,13376,6,1,2019
684,IndiGo,Banglore,Delhi,180,0.0,No info,3943,27,5,2019
685,GoAir,Delhi,Cochin,370,1.0,No info,5842,6,12,2019
686,IndiGo,Chennai,Kolkata,140,0.0,No info,4326,15,3,2019
687,Multiple carriers,Delhi,Cochin,645,1.0,No info,8937,6,1,2019
